step,sim_time,dt,advance_wall_time,reaction_wall_time,cumulative_wall_time
0,0.0,1e-08,0.265493632,0.14536674700000002,0.265493632
1,1e-08,1.1e-08,0.249712398,0.152275348,0.51520603
2,2.1e-08,1.21e-08,0.247333912,0.150452664,0.762539942
3,3.31e-08,1.331e-08,0.261406401,0.16283558599999998,1.023946343
4,4.641e-08,1.4641e-08,0.249640791,0.150233291,1.273587134
5,6.1051e-08,1.61051e-08,0.249861542,0.15229288200000002,1.5234486760000001
6,7.71561e-08,1.771561e-08,0.247748786,0.150523281,1.7711974620000002
7,9.487171e-08,1.9487171e-08,0.248355206,0.150753667,2.019552668
8,1.14358881e-07,2.14358881e-08,0.250763085,0.15031389,2.270315753
9,1.357947691e-07,2.357947691e-08,0.247522659,0.150215604,2.517838412
10,1.59374246e-07,2.59374246e-08,0.249557618,0.151330487,2.76739603
11,1.853116706e-07,2.853116706e-08,0.264041165,0.150644939,3.031437195
12,2.138428377e-07,3.138428377e-08,0.255349598,0.15733729899999999,3.286786793
13,2.452271214e-07,3.452271214e-08,0.246256402,0.149181644,3.5330431950000003
14,2.797498336e-07,3.797498336e-08,0.247989274,0.15025327500000002,3.7810324690000003
15,3.177248169e-07,4.177248169e-08,0.248919857,0.151113613,4.029952326
16,3.594972986e-07,4.594972986e-08,0.252524374,0.155031793,4.2824767
17,4.054470285e-07,5.054470285e-08,0.248189945,0.15077187,4.530666645
18,4.559917313e-07,5.559917313e-08,0.251263585,0.15052974,4.78193023
19,5.115909045e-07,6.115909045e-08,0.249341688,0.151521041,5.031271918000001
20,5.727499949e-07,6.727499949e-08,0.248999718,0.15088626900000002,5.280271636000001
21,6.400249944e-07,7.400249944e-08,0.262434689,0.15007176700000002,5.542706325000001
22,7.140274939e-07,8.140274939e-08,0.248731081,0.150303733,5.791437406000001
23,7.954302433e-07,8.954302433e-08,0.248148063,0.150162899,6.039585469000001
24,8.849732676e-07,9.849732676e-08,0.265020273,0.167833022,6.3046057420000015
25,9.834705943e-07,1.083470594e-07,0.247436724,0.149855935,6.552042466000001
26,1.091817654e-06,1.191817654e-07,0.283127936,0.151137103,6.835170402000001
27,1.210999419e-06,1.310999419e-07,0.247720498,0.150362514,7.082890900000001
28,1.342099361e-06,1.442099361e-07,0.248149152,0.150082725,7.3310400520000005
29,1.486309297e-06,1.586309297e-07,0.247138782,0.14957299699999999,7.578178834000001
30,1.644940227e-06,1.744940227e-07,0.250263361,0.15168962800000002,7.828442195000001
